cliente_id,recencia_dias,total_gastado,antiguedad_dias,edad,cluster
11951,1.0,14310.42,973,38,3
11952,10.0,499.9,560,27,0
11953,11.0,8860.37,715,60,3
11954,89.0,618.63,344,45,2
11955,29.0,178.15,938,50,2
11956,288.0,1820.76,1383,22,1
11957,402.0,410.19,947,45,1
11958,437.0,1977.92,1182,22,1
11959,354.0,2599.62,428,52,1
11960,80.0,379.64,706,23,0
11961,13.0,444.09,13,37,0
11962,9.0,163.88,41,33,0
11963,28.0,368.64,42,20,0
11964,6.0,15576.05,1394,52,3
11965,23.0,14140.78,780,42,3
11967,24.0,11133.52,341,30,3
11968,11.0,335.1,11,20,0
11969,108.0,1020.52,468,32,0
11970,21.0,15988.07,601,40,3
11971,17.0,11244.18,839,42,3
11972,237.0,2509.21,1085,29,1
11973,9.0,5006.81,1088,33,2
11974,11.0,656.94,313,27,0
11975,31.0,286.11,848,26,2
11976,14.0,8001.47,675,54,3
11977,29.0,255.88,447,31,0
11978,9.0,2659.44,1204,45,2
11979,24.0,396.85,44,38,0
11980,28.0,206.21,28,33,0
11981,280.0,1404.88,1383,54,1
11982,57.0,1145.32,357,21,0
11983,8.0,14230.96,897,32,3
11984,14.0,301.64,39,24,0
11985,5.0,794.98,640,40,2
11986,420.0,2011.85,1011,55,1
11987,317.0,410.42,522,25,1
11988,102.0,301.87,248,34,0
11989,75.0,158.28,496,45,2
11990,316.0,1314.62,738,36,1
11991,23.0,583.41,53,20,0
11992,327.0,3555.27,1329,50,1
11994,19.0,11901.24,1073,45,3
11995,26.0,25.48,26,24,0
11996,12.0,11620.5,491,31,3
11997,66.0,894.68,213,22,0
11998,362.0,1114.2,1338,45,1
11999,210.0,3855.15,975,41,1
12000,431.0,1144.81,1448,59,1
12001,15.0,548.25,15,25,0
12002,339.0,600.86,1438,27,1
12003,15.0,50.14,15,28,0
12004,174.0,3807.07,1181,23,2
12005,22.0,569.85,22,26,0
12006,378.0,1160.18,426,64,1
12007,119.0,1089.82,339,55,2
12008,425.0,864.08,425,52,1
12009,271.0,2089.48,926,61,1
12010,58.0,933.77,1107,45,2
12011,7.0,5039.49,1366,47,2
12012,71.0,1183.97,1078,37,2
12013,476.0,1923.74,874,55,1
12014,12.0,8829.02,446,52,3
12015,114.0,190.34,531,35,2
12016,330.0,1477.21,993,55,1
12017,10.0,459.05,43,21,0
12018,113.0,284.24,663,40,2
12019,378.0,560.32,919,49,1
12020,0.0,185.44,38,30,0
12021,31.0,155.27,1142,42,2
12022,30.0,638.26,455,45,2
12023,15.0,462.85,46,40,0
12024,2.0,7428.86,1215,32,3
12025,11.0,8304.86,534,33,3
12026,95.0,1175.0,738,45,2
12027,6.0,3277.23,358,33,0
12028,43.0,317.01,767,48,2
12029,86.0,1189.61,533,28,0
12030,20.0,7833.56,672,57,3
12032,485.0,3303.52,657,58,1
12033,58.0,647.9,1171,51,2
12034,22.0,12851.92,1229,42,3
12035,347.0,1731.72,769,54,1
12036,16.0,11613.82,1080,39,3
12037,9.0,25.05,9,25,0
12038,27.0,1064.98,477,35,0
12039,435.0,3179.01,1085,41,1
12040,364.0,2324.81,913,40,1
12041,230.0,3953.06,1406,29,1
12042,74.0,748.54,158,30,0
12043,345.0,829.85,946,56,1
12044,14.0,14044.17,1120,35,3
12045,100.0,86.92,874,33,2
12046,6.0,4708.49,1041,36,2
12047,244.0,744.75,678,34,1
12048,47.0,152.1,752,20,0
12049,363.0,2183.99,1120,48,1
12050,359.0,510.18,1249,38,1
12051,38.0,1164.59,903,25,2
12052,10.0,12311.9,400,51,3
12053,389.0,1039.41,1165,43,1
12054,279.0,3411.84,1041,42,1
12056,485.0,691.75,1268,43,1
12057,274.0,2681.04,908,22,1
12058,17.0,259.94,17,35,0
12059,355.0,3204.4,1498,24,1
12060,13.0,6598.79,913,44,3
12061,416.0,2557.23,516,30,1
12062,316.0,2609.43,1064,47,1
12063,7.0,7505.99,835,41,3
12064,22.0,13894.74,1214,57,3
12065,60.0,817.72,262,52,2
12066,31.0,368.19,310,49,2
12067,11.0,8549.54,336,57,3
12069,2.0,244.85,15,35,0
12070,22.0,943.71,224,30,0
12071,18.0,8029.04,309,38,3
12072,79.0,908.34,541,40,2
12074,439.0,3362.68,1412,40,1
12075,17.0,13498.18,1265,51,3
12076,394.0,2410.48,572,27,1
12077,88.0,480.32,383,22,0
12078,25.0,9509.92,939,53,3
12079,87.0,1081.61,157,30,0
12080,1.0,9862.77,953,48,3
12081,7.0,513.36,191,49,0
12082,12.0,476.06,12,37,0
12083,328.0,2795.93,800,49,1
12084,76.0,266.36,694,32,2
12085,387.0,3122.1,744,56,1
12086,100.0,532.57,1036,39,2
12087,34.0,1039.26,381,20,0
12088,13.0,408.21,13,19,0
12089,96.0,572.8,853,31,2
12090,22.0,6847.52,1151,59,3
12091,235.0,496.28,641,27,2
12092,19.0,11247.88,558,58,3
12093,44.0,710.86,897,34,2
12094,290.0,1385.36,809,27,1
12095,1.0,12783.72,1231,38,3
12096,36.0,549.8,53,26,0
12097,87.0,932.7,414,29,0
12098,406.0,2162.4,406,42,1
12099,40.0,1084.5,332,25,0
12100,27.0,94.69,41,38,0
12101,1.0,11981.46,1315,57,3
12102,64.0,336.6,354,21,0
12103,73.0,1038.52,131,27,0
12104,5.0,5263.25,310,32,0
12105,387.0,3172.88,1254,60,1
12106,86.0,624.6,1129,34,2
12107,17.0,13078.79,1160,31,3
12108,105.0,1119.16,271,46,2
12109,37.0,507.93,39,38,0
12110,5.0,11757.47,321,38,3
12111,10.0,11949.23,429,50,3
12112,69.0,848.98,69,38,0
12113,230.0,3457.38,686,31,2
12114,200.0,1156.41,651,31,2
12115,232.0,1898.91,783,51,1
12116,1.0,11585.4,679,32,3
12117,10.0,1138.68,976,52,2
12118,22.0,688.37,642,44,2
12119,56.0,623.56,536,25,0
12120,89.0,789.19,961,53,2
12121,6.0,14424.59,1123,54,3
12122,22.0,274.64,22,34,0
12123,18.0,412.68,207,31,0
12124,20.0,597.82,87,48,0
12125,81.0,1071.41,824,39,2
12126,259.0,2299.41,1449,38,1
12127,93.0,1104.57,302,48,2
12128,37.0,1084.58,244,27,0
12129,250.0,1181.59,1448,58,1
12130,208.0,2526.82,554,31,2
12131,35.0,565.68,634,44,2
12132,216.0,3722.21,1484,54,1
12133,77.0,513.94,753,40,2
12134,49.0,1061.67,198,50,2
12135,51.0,473.78,604,28,0
12136,14.0,15055.06,863,32,3
12137,17.0,7841.64,519,33,3
12138,11.0,14536.93,1358,29,3
12140,38.0,957.09,1158,48,2
12141,303.0,3031.4,792,28,1
12142,81.0,1129.49,858,25,2
12143,37.0,112.96,52,28,0
12144,107.0,717.66,515,30,0
12145,7.0,2500.28,352,57,2
12146,4.0,12696.76,599,45,3
12147,300.0,3011.06,808,55,1
12148,93.0,775.25,528,43,2
12149,67.0,1087.03,69,35,0
12150,215.0,2967.73,1119,28,1
12151,108.0,902.3,197,43,0
12152,88.0,407.56,320,36,0
12153,388.0,1169.64,545,46,1
12154,490.0,1425.83,1492,44,1
12155,188.0,3679.71,1475,52,1
12156,4.0,14909.05,652,60,3
12157,26.0,400.99,26,26,0
12158,372.0,3156.9,964,63,1
12159,98.0,1184.84,98,47,0
12160,190.0,1213.66,749,47,2
12161,16.0,5980.18,1134,41,2
12162,9.0,10357.8,811,54,3
12163,7.0,351.94,1104,43,2
12164,339.0,1531.77,1217,32,1
12165,19.0,357.14,593,44,2
12166,22.0,11400.79,973,29,3
12167,1.0,577.39,1,31,0
12168,397.0,2312.2,1180,41,1
12169,17.0,8400.89,562,46,3
12170,76.0,99.44,349,38,0
12171,9.0,583.23,53,24,0
12172,11.0,496.17,266,25,0
12173,23.0,6591.41,696,51,3
12174,25.0,15960.75,463,29,3
12175,84.0,441.15,568,36,2
12176,100.0,285.89,649,53,2
12177,68.0,254.67,1074,50,2
12178,247.0,3412.27,721,32,1
12179,483.0,2822.09,552,33,1
12180,386.0,710.53,1190,31,1
12181,109.0,601.55,387,50,2
12182,11.0,12244.9,767,45,3
12183,480.0,1907.81,558,31,1
12184,316.0,3234.31,696,64,1
12185,484.0,1451.33,993,29,1
12186,19.0,3533.62,619,48,2
12187,498.0,3555.62,727,65,1
12188,47.0,790.97,1173,32,2
12189,70.0,114.8,645,50,2
12190,21.0,5083.5,670,54,2
12191,472.0,2631.28,1377,41,1
12192,106.0,666.79,1019,30,2
12193,4.0,5821.39,703,56,3
12194,204.0,450.77,1137,33,2
12195,2.0,4924.5,719,41,2
12196,319.0,2263.71,986,51,1
12197,316.0,3865.05,1343,40,1
12198,106.0,1196.17,1170,50,2
12199,313.0,945.8,1463,33,1
12200,12.0,529.86,23,27,0
12201,109.0,573.43,964,21,2
12202,26.0,191.43,26,18,0
12203,107.0,228.33,621,30,2
12204,26.0,458.02,26,19,0
12205,328.0,3033.29,947,27,1
12207,428.0,1977.98,529,43,1
12208,94.0,328.09,812,44,2
12209,66.0,564.9,338,24,0
12210,176.0,962.92,871,63,2
12211,24.0,775.17,875,44,2
12212,21.0,12028.18,775,40,3
12213,2.0,9732.45,1041,54,3
12214,94.0,181.15,829,24,2
12215,23.0,260.49,829,45,2
12216,16.0,10264.41,994,60,3
12217,163.0,1503.45,1014,60,2
12218,8.0,487.57,982,45,2
12220,23.0,13124.27,487,59,3
12221,17.0,13369.3,1152,48,3
12222,301.0,2326.19,815,47,1
12223,6.0,4456.34,426,41,2
12224,157.0,1971.96,1212,62,1
12225,2.0,9010.34,1305,51,3
12226,46.0,419.02,307,36,0
12227,88.0,937.9,145,52,2
12228,448.0,649.97,1180,44,1
12229,465.0,1385.72,600,38,1
12230,409.0,1710.1,962,64,1
12231,226.0,1529.91,991,35,1
12232,17.0,556.01,17,36,0
12233,108.0,1081.52,527,38,2
12234,12.0,389.94,12,20,0
12235,12.0,53.97,12,37,0
12236,9.0,1019.11,77,24,0
12237,471.0,3162.36,471,54,1
12238,99.0,66.11,387,30,0
12239,83.0,463.81,1120,26,2
12240,3.0,475.28,6,19,0
12241,96.0,1105.65,403,23,0
12242,40.0,283.11,976,48,2
12243,14.0,14331.09,372,31,3
12244,335.0,2626.98,791,26,1
12245,91.0,970.14,510,43,2
12246,18.0,3195.65,497,41,2
12247,120.0,226.38,953,43,2
12248,14.0,7638.3,1009,55,3
12249,4.0,193.43,18,36,0
12250,53.0,303.89,126,27,0
12252,120.0,621.11,586,47,2
12253,285.0,3635.55,1325,46,1
12254,100.0,199.61,553,22,0
12255,9.0,408.33,43,39,0
12256,288.0,2818.74,1452,24,1
12257,154.0,915.82,982,34,2
12258,34.0,159.49,232,35,0
12260,418.0,1153.79,910,36,1
12261,10.0,390.66,18,20,0
12262,57.0,772.23,1164,43,2
12263,12.0,14265.49,344,45,3
12264,93.0,252.73,207,26,0
12265,10.0,15829.01,854,49,3
12266,13.0,1174.8,1025,37,2
12267,9.0,6978.11,926,45,3
12268,410.0,2362.88,809,50,1
12269,46.0,459.72,313,38,0
12270,36.0,370.57,658,37,2
12271,5.0,14315.14,540,47,3
12272,39.0,410.76,41,40,0
12273,100.0,199.58,393,26,0
12274,86.0,801.38,115,32,0
12275,45.0,412.79,981,45,2
12276,97.0,488.07,647,37,2
12277,28.0,589.24,28,28,0
12278,205.0,692.8,612,30,2
12279,16.0,321.08,992,48,2
12280,229.0,3540.29,479,36,2
12281,90.0,871.51,281,25,0
12282,20.0,14023.67,762,47,3
12283,431.0,3132.02,787,55,1
12284,34.0,474.27,737,19,0
12287,21.0,756.23,374,49,2
12288,8.0,13722.82,534,44,3
12289,0.0,12571.4,1369,30,3
12290,382.0,3688.75,1353,55,1
12291,65.0,906.57,819,26,2
12292,6.0,6355.84,717,28,2
12293,22.0,12656.43,798,42,3
12294,17.0,9101.94,893,29,3
12295,23.0,3156.57,1342,44,2
12296,61.0,542.98,847,27,2
12297,346.0,1564.61,1030,24,1
12298,481.0,3991.21,847,52,1
12299,14.0,12079.61,1253,44,3
12300,324.0,3334.23,405,42,1
12301,85.0,243.63,430,40,2
12302,18.0,15982.65,338,43,3
12303,23.0,7993.32,825,32,3
12304,41.0,386.78,827,37,2
12305,14.0,4687.34,697,42,2
12306,31.0,299.35,39,19,0
12307,345.0,3335.83,1325,35,1
12308,108.0,1102.75,773,50,2
12309,23.0,10750.85,1305,57,3
12310,24.0,7816.96,1184,31,3
12311,3.0,6496.21,765,35,3
12312,18.0,6272.26,463,31,0
12313,97.0,1198.38,663,50,2
12314,16.0,5284.76,575,60,2
12315,39.0,548.01,362,55,2
12316,241.0,3613.44,1399,50,1
12317,26.0,794.84,275,31,0
12318,17.0,1047.37,815,41,2
12320,10.0,8671.6,584,48,3
12321,35.0,354.5,453,47,2
12322,92.0,70.49,108,54,2
12323,372.0,1891.64,681,32,1
12324,284.0,2179.46,807,25,1
12325,24.0,2725.83,569,51,2
12326,25.0,351.14,115,47,0
12327,13.0,14538.62,1364,42,3
12328,8.0,6544.73,527,41,3
12329,2.0,73.59,23,30,0
12330,19.0,3803.1,370,43,2
12331,68.0,953.61,568,25,0
12332,1.0,5382.53,313,53,2
12333,118.0,746.47,167,25,0
12334,68.0,328.15,303,24,0
12335,11.0,13622.52,573,60,3
12336,7.0,21.4,7,21,0
12337,292.0,2391.98,1045,55,1
12338,68.0,477.29,196,43,0
12339,14.0,4077.06,564,44,2
12340,400.0,3701.33,1374,50,1
12341,60.0,100.55,257,36,0
12342,95.0,174.07,1018,21,2
12343,20.0,371.55,42,29,0
12344,478.0,3369.09,1437,56,1
12345,29.0,82.86,335,31,0
12346,98.0,255.7,475,23,0
12347,5.0,129.75,532,55,2
12348,17.0,513.73,611,21,0
12349,319.0,3555.91,909,62,1
12350,236.0,981.27,1430,64,1
12351,27.0,337.89,27,25,0
12352,56.0,692.97,967,55,2
12353,10.0,3451.49,1033,51,2
12354,11.0,3862.59,514,32,0
12355,29.0,281.94,29,35,0
12356,224.0,2744.81,687,49,1
12357,4.0,4914.74,581,34,2
12359,18.0,197.16,18,19,0
12360,13.0,8358.26,767,52,3
12361,475.0,3200.95,608,65,1
12362,232.0,2348.07,840,50,1
12363,24.0,13169.84,719,33,3
12364,254.0,1918.34,639,23,0
12365,51.0,628.13,694,25,0
12366,5.0,351.42,296,19,0
12367,29.0,39.56,48,37,0
12368,473.0,1554.98,1432,26,1
12369,8.0,210.93,23,24,0
12370,9.0,9449.09,373,30,3
12371,7.0,301.61,7,32,0
12372,91.0,481.86,186,23,0
12373,19.0,951.13,465,38,2
12374,12.0,588.57,12,24,0
12375,13.0,4504.73,1202,38,2
12376,183.0,3229.57,858,60,1
12377,9.0,566.79,569,19,0
12378,16.0,356.98,16,29,0
12379,23.0,15518.02,891,28,3
12380,328.0,2551.36,1457,56,1
12381,0.0,6722.6,422,45,3
12382,109.0,518.87,196,47,0
12384,24.0,10374.82,1276,52,3
12385,58.0,1140.42,924,39,2
12386,301.0,2713.93,637,40,1
12387,460.0,1619.77,1242,24,1
12388,66.0,989.68,1148,40,2
12389,16.0,14815.0,392,42,3
12390,444.0,1712.87,817,47,1
12391,278.0,3646.41,434,60,1
12392,19.0,684.49,937,36,2
12394,490.0,3534.53,593,50,1
12395,29.0,779.15,1089,20,2
12396,15.0,4608.9,1217,29,2
12397,13.0,423.25,13,40,0
12398,22.0,937.61,950,19,2
12400,234.0,3350.83,1135,45,1
12401,23.0,13321.29,717,32,3
12402,11.0,8036.92,1200,32,3
12403,11.0,139.47,30,40,0
12404,1.0,14839.63,1071,42,3
12405,292.0,3983.84,808,64,1
12406,4.0,459.55,4,30,0
12407,47.0,881.93,536,25,0
12409,25.0,5552.67,1168,45,2
12410,16.0,11506.07,1377,40,3
12411,3.0,46.07,3,34,0
12412,258.0,2416.98,487,32,1
12413,4.0,177.43,4,40,0
12414,161.0,2184.89,1489,61,1
12415,103.0,575.06,607,43,2
12416,25.0,399.7,25,23,0
12417,335.0,3880.48,558,34,1
12418,184.0,2144.26,790,61,1
12419,88.0,442.77,1132,49,2
12420,6.0,272.6,6,32,0
12421,8.0,15349.18,994,43,3
12422,87.0,577.32,437,54,2
12423,92.0,342.19,288,28,0
12424,309.0,3359.9,470,30,1
12426,230.0,719.3,400,25,0
12427,326.0,1457.42,507,49,1
12429,390.0,3764.7,572,63,1
12430,263.0,1308.49,646,58,1
12431,32.0,410.76,37,40,0
12432,189.0,3315.53,1327,39,1
12434,119.0,274.62,1078,50,2
12435,4.0,14207.2,569,37,3
12436,23.0,599.82,43,23,0
12437,47.0,84.11,721,36,2
12438,15.0,12951.87,452,45,3
12439,14.0,9960.17,1163,53,3
12440,28.0,213.73,109,30,0
12441,7.0,137.19,77,28,0
12442,20.0,298.89,52,20,0
12443,15.0,264.97,15,33,0
12444,89.0,806.92,235,36,0
12445,59.0,318.05,789,49,2
12446,20.0,14645.51,654,28,3
12447,37.0,306.2,40,35,0
12448,28.0,99.81,35,34,0
12449,9.0,565.26,9,28,0
12450,8.0,134.72,32,36,0
12451,86.0,556.29,426,47,2
12452,61.0,990.29,207,45,0
12453,95.0,166.32,909,54,2
12454,465.0,987.11,590,47,1
12455,200.0,2692.5,1360,35,1
12456,23.0,1043.13,64,47,0
12458,13.0,54.54,13,23,0
12459,15.0,43.47,52,35,0
12460,85.0,402.78,959,28,2
12461,58.0,788.56,176,22,0
12462,48.0,1155.87,909,54,2
12463,94.0,142.41,499,32,0
12464,70.0,149.88,1039,45,2
12465,109.0,365.18,1077,33,2
12466,60.0,233.3,418,43,2
12467,39.0,617.45,503,37,2
12468,12.0,11051.61,766,56,3
12469,58.0,458.72,97,44,0
12470,7.0,34.4,7,36,0
12471,469.0,584.26,1444,24,1
12472,22.0,6860.16,1098,45,3
12473,1.0,403.35,1,32,0
12474,315.0,1284.0,906,24,1
12475,1.0,580.08,7,26,0
12476,25.0,13631.83,464,35,3
12477,340.0,1189.89,759,57,1
12478,50.0,64.48,1119,46,2
12479,55.0,81.36,600,20,0
12480,8.0,218.12,32,18,0
12481,14.0,2966.27,513,56,2
12482,39.0,501.55,652,36,2
12483,95.0,1075.39,907,23,2
12484,24.0,11815.72,922,35,3
12485,23.0,155.89,47,38,0
12486,24.0,9198.17,333,39,3
12487,56.0,126.66,1119,33,2
12488,72.0,859.77,219,50,2
12489,161.0,2785.74,598,60,2
12490,13.0,352.88,13,27,0
12491,5.0,2985.91,954,56,2
12492,14.0,15779.72,848,36,3
12494,56.0,895.76,1006,38,2
12495,19.0,301.7,51,21,0
12496,14.0,557.88,55,22,0
12497,364.0,3687.1,461,58,1
12498,197.0,1835.45,1289,29,2
12500,6.0,13081.31,821,33,3
12501,5.0,7305.68,474,32,3
12502,112.0,260.84,583,49,2
12504,199.0,1620.64,1144,25,2
12505,23.0,10000.36,575,41,3
12506,22.0,9679.34,780,28,3
12507,401.0,1294.82,1017,24,1
12508,360.0,3154.37,982,45,1
12509,25.0,14229.3,421,45,3
12510,285.0,3840.18,649,38,1
12511,242.0,3573.62,1410,40,1
12512,479.0,779.32,1263,44,1
12513,40.0,278.64,520,39,2
12514,476.0,2703.02,515,41,1
12516,40.0,555.7,180,25,0
12517,12.0,15795.53,942,32,3
12518,55.0,530.52,364,44,2
12519,15.0,8203.71,1192,31,3
12520,68.0,464.6,549,25,0
12521,20.0,4505.56,1235,54,2
12522,24.0,604.99,551,19,0
12523,6.0,8708.13,598,38,3
12524,92.0,955.82,506,44,2
12525,42.0,862.75,814,47,2
12526,63.0,120.27,553,25,0
12527,15.0,10234.96,1271,56,3
12528,21.0,60.81,21,27,0
12529,0.0,88.96,37,25,0
12530,81.0,995.33,591,52,2
12531,119.0,671.91,287,27,0
12532,374.0,2034.48,754,40,1
12533,38.0,401.96,740,27,2
12534,25.0,393.26,51,39,0
12535,16.0,6919.57,595,56,3
12536,1.0,551.88,20,18,0
12537,464.0,1627.59,1347,40,1
12538,73.0,1053.12,327,36,0
12539,22.0,227.69,22,37,0
12540,28.0,578.91,907,50,2
12541,70.0,86.29,468,19,0
12542,278.0,1233.26,1340,35,1
12543,93.0,430.8,235,42,0
12544,1.0,12501.5,580,41,3
12545,83.0,1159.07,282,52,2
12546,260.0,2062.56,1054,48,1
12547,8.0,19.8,11,18,0
12548,67.0,818.68,982,50,2
12549,22.0,246.55,33,37,0
12550,24.0,442.32,1119,26,2
12551,266.0,3095.38,1131,51,1
12552,15.0,3244.26,761,54,2
12553,304.0,2662.15,1120,51,1
12554,29.0,130.39,637,36,2
12555,11.0,1152.68,991,50,2
12556,23.0,10331.51,1137,44,3
12557,24.0,461.99,930,41,2
12558,18.0,35.48,41,37,0
12559,98.0,972.1,157,31,0
12560,113.0,559.43,419,37,0
12561,2.0,21.48,45,40,0
12563,225.0,3024.2,895,35,1
12564,158.0,2569.18,538,46,2
12565,214.0,2105.4,954,36,1
12566,344.0,2041.33,815,37,1
12567,119.0,148.26,242,25,0
12568,19.0,109.41,1183,45,2
12569,80.0,114.87,343,47,2
12570,98.0,140.57,875,49,2
12571,383.0,1245.01,1160,57,1
12572,116.0,102.47,793,20,0
12573,13.0,8085.32,390,48,3
12574,76.0,914.0,929,38,2
12575,386.0,1287.91,1191,65,1
12576,19.0,177.54,19,33,0
12577,55.0,1012.71,218,54,2
12578,45.0,217.71,1136,55,2
12579,25.0,6327.08,629,34,2
12580,4.0,7996.87,1108,38,3
12581,6.0,491.71,10,22,0
12582,474.0,2086.27,1343,53,1
12583,14.0,192.3,55,23,0
12584,10.0,6890.83,1091,49,3
12585,60.0,302.2,977,53,2
12586,221.0,2154.98,953,49,1
12587,234.0,1443.41,673,53,1
12588,6.0,6957.73,636,55,3
12589,16.0,2518.13,1073,41,2
12590,36.0,326.63,51,39,0
12591,12.0,14225.19,461,37,3
12592,117.0,210.59,1122,31,2
12593,6.0,6324.62,913,28,2
12594,494.0,1192.79,902,37,1
12595,65.0,909.16,262,41,0
12596,34.0,843.38,216,24,0
12597,61.0,1054.07,877,38,2
12598,70.0,552.47,637,25,0
12599,117.0,275.71,716,34,2
12600,7.0,100.88,7,33,0
12601,44.0,595.5,268,39,0
12602,5.0,506.49,20,20,0
12603,389.0,1646.39,1222,30,1
12605,40.0,1026.02,682,21,0
12606,309.0,2100.41,824,31,1
12607,1.0,242.18,1,33,0
12608,0.0,8669.8,1114,42,3
12609,14.0,12232.01,893,54,3
12610,31.0,552.72,42,29,0
12611,16.0,11482.55,944,40,3
12612,0.0,297.76,4,31,0
12613,8.0,12148.83,686,54,3
12614,52.0,643.63,563,19,0
12615,6.0,5419.4,837,45,2
12616,335.0,3373.59,768,39,1
12617,3.0,9075.62,380,52,3
12618,18.0,376.81,18,22,0
12619,165.0,481.95,902,43,2
12620,93.0,920.91,759,33,2
12621,203.0,3528.23,1491,56,1
12622,11.0,13075.65,1160,35,3
12623,113.0,765.08,813,26,2
12624,482.0,2049.43,1193,24,1
12625,20.0,2507.36,1027,54,2
12626,8.0,7683.04,663,35,3
12627,80.0,104.9,452,44,2
12628,241.0,1843.37,1155,43,1
12629,324.0,2883.29,1326,47,1
12630,90.0,240.21,417,19,0
12631,115.0,855.17,710,39,2
12632,107.0,459.62,356,22,0
12633,8.0,12677.12,1352,38,3
12634,3.0,15854.64,1096,33,3
12635,4.0,193.37,4,19,0
12636,119.0,246.38,696,28,2
12637,8.0,6147.15,342,60,3
12638,7.0,9816.7,662,54,3
12639,20.0,15665.57,1081,28,3
12640,9.0,9997.79,333,46,3
12641,13.0,14543.49,416,51,3
12642,14.0,13013.77,1176,57,3
12644,478.0,2541.56,641,40,1
12645,62.0,381.79,1053,19,2
12646,31.0,390.08,469,45,2
12647,53.0,469.01,762,38,2
12648,99.0,968.03,918,30,2
12650,108.0,1012.7,1032,53,2
12651,4.0,128.39,4,34,0
12652,192.0,3399.72,777,34,2
12653,0.0,9888.95,558,59,3
12654,88.0,367.74,231,48,2
12655,270.0,1372.51,1068,27,1
12656,11.0,344.33,11,30,0
12657,3.0,15137.58,994,55,3
12658,275.0,3729.76,576,46,1
12659,79.0,644.43,247,21,0
12660,114.0,611.06,1190,33,2
12661,3.0,5317.98,1136,34,2
12662,12.0,427.65,31,19,0
12663,0.0,15602.63,1389,38,3
12664,23.0,15284.75,643,60,3
12665,87.0,654.78,202,52,2
12666,314.0,1323.34,1500,45,1
12667,25.0,545.35,758,50,2
12668,74.0,1080.37,363,44,2
12669,16.0,359.95,28,19,0
12670,327.0,1801.43,1449,31,1
12671,8.0,123.62,8,20,0
12672,238.0,2534.44,426,31,0
12673,23.0,12037.26,568,54,3
12674,8.0,433.92,25,26,0
12675,74.0,365.91,186,44,0
12676,34.0,275.51,44,21,0
12677,60.0,1096.25,574,34,2
12678,10.0,690.64,505,55,2
12679,349.0,858.58,911,59,1
12680,72.0,96.32,1118,25,2
12682,160.0,3684.91,664,59,2
12683,312.0,2823.21,732,49,1
12684,454.0,3377.33,1425,38,1
12685,9.0,8319.18,443,50,3
12686,20.0,149.77,1093,55,2
12687,61.0,1038.53,1080,45,2
12688,5.0,253.52,5,38,0
12689,18.0,10499.1,511,34,3
12690,156.0,1381.28,987,25,2
12691,236.0,3164.34,536,27,0
12692,10.0,3247.98,829,43,2
12693,9.0,13780.44,1184,54,3
12694,3.0,9850.46,807,52,3
12695,81.0,1162.67,937,50,2
12696,397.0,2426.28,894,64,1
12697,38.0,617.14,98,36,0
12698,25.0,3149.99,1262,45,2
12699,20.0,12059.98,784,48,3
12700,312.0,3615.4,1360,43,1
12701,158.0,2414.38,705,47,2
12702,23.0,6739.4,537,50,3
12703,20.0,327.44,553,48,2
12704,14.0,8235.95,985,51,3
12705,14.0,5017.2,900,33,2
12707,30.0,374.76,30,36,0
12708,3.0,10486.38,505,58,3
12709,166.0,2023.66,1077,25,2
12710,278.0,2372.0,572,55,1
12712,55.0,93.99,817,39,2
12713,25.0,8602.7,1263,45,3
12714,32.0,187.78,745,38,2
12715,24.0,9920.3,1151,42,3
12716,29.0,197.37,849,42,2
12717,432.0,1387.76,1245,55,1
12718,12.0,5389.3,784,38,2
12719,249.0,2657.4,1332,43,1
12720,115.0,228.55,370,26,0
12721,85.0,797.54,1123,52,2
12722,28.0,381.76,35,38,0
12723,70.0,390.55,1076,25,2
12724,451.0,1030.01,1292,52,1
12725,293.0,2599.99,1132,39,1
12726,233.0,3991.32,569,47,1
12727,58.0,676.72,221,43,0
12728,180.0,1457.57,594,24,0
12729,115.0,1034.76,558,41,2
12730,8.0,7389.12,887,51,3
12731,36.0,341.21,1007,41,2
12732,249.0,2677.69,496,55,1
12733,4.0,397.69,4,34,0
12734,495.0,1505.45,1482,45,1
12735,111.0,711.01,140,44,0
12736,3.0,15181.66,824,47,3
12737,15.0,5064.98,432,37,2
12738,40.0,211.51,44,39,0
12739,383.0,2228.09,636,23,1
12740,11.0,14726.01,793,33,3
12742,93.0,266.38,543,21,0
12743,10.0,449.76,592,52,2
12744,7.0,24.8,31,36,0
12745,23.0,10486.06,1166,53,3
12746,472.0,2226.8,1074,64,1
12747,102.0,671.87,697,29,2
12748,321.0,1272.64,1188,58,1
12749,8.0,6765.37,1107,28,3
12750,80.0,960.11,103,45,0
12751,11.0,4558.99,493,55,2
12752,258.0,3714.69,1254,55,1
12753,41.0,1135.74,778,47,2
12754,11.0,6183.6,519,55,3
12755,13.0,9797.64,644,58,3
12756,450.0,2498.32,553,33,1
12757,15.0,8959.87,467,45,3
12758,492.0,560.75,532,29,1
12759,21.0,6910.6,1191,38,3
12760,37.0,983.5,1063,34,2
12761,34.0,1169.76,848,24,2
12762,264.0,883.44,605,23,0
12763,396.0,2613.23,660,50,1
12764,1.0,48.66,1,26,0
12765,52.0,940.35,681,49,2
12766,10.0,53.84,10,32,0
12767,245.0,764.26,923,44,1
12768,94.0,838.79,325,40,0
12769,199.0,1929.98,686,32,2
12770,327.0,2104.12,677,46,1
